,topic,type,ref,urlKaggle,title,author,lastRunTime,totalVotes
126,Data-quality,kernels,taha07/wine-quality-prediction-data-analysis,kaggle.com/code/taha07/wine-quality-prediction-data-analysis,Wine Quality Prediction & Data Analysis ,Taha07,2020-06-28 05:26:57,36
127,Data-quality,kernels,kanncaa1/water-quality-explanatory-data-analysis,kaggle.com/code/kanncaa1/water-quality-explanatory-data-analysis,Water Quality Explanatory Data Analysis,DATAI,2021-07-15 09:43:45,32
128,Data-quality,kernels,vbmokin/datasets-for-river-water-quality-prediction,kaggle.com/code/vbmokin/datasets-for-river-water-quality-prediction,Datasets for river water quality prediction,Vitalii Mokin,2021-01-27 22:39:02,73
129,Data-quality,kernels,dansbecker/model-validation,kaggle.com/code/dansbecker/model-validation,Model Validation,DanB,2021-11-09 00:00:51,2656
130,Data-quality,kernels,georgyzubkov/wine-quality-exploratory-data-analysis-ml,kaggle.com/code/georgyzubkov/wine-quality-exploratory-data-analysis-ml,Wine quality. Exploratory data analysis+ML.,Georgy Zubkov,2022-08-16 11:05:12,96
131,Data-quality,kernels,digvijaysingh16/k-mean-clustering-for-wine-quality-data,kaggle.com/code/digvijaysingh16/k-mean-clustering-for-wine-quality-data,K-Mean clustering for Wine Quality Data,Mr D,2018-07-04 04:13:39,31
132,Data-quality,kernels,nikunjmalpani/wine-quality-prediction-imbalanced-data,kaggle.com/code/nikunjmalpani/wine-quality-prediction-imbalanced-data,Wine Quality Prediction | Imbalanced Data,Nikunj Malpani,2022-03-02 23:43:25,38
133,Data-quality,kernels,devisangeetha/data-analysis-on-water-quality,kaggle.com/code/devisangeetha/data-analysis-on-water-quality,Data Analysis on water Quality,DSangeetha,2017-06-28 03:04:46,17
134,Data-quality,kernels,vishalyo990/prediction-of-quality-of-wine,kaggle.com/code/vishalyo990/prediction-of-quality-of-wine,Prediction of quality of Wine,Vishal Kumar,2018-01-19 14:35:37,856
135,Data-quality,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,kaggle.com/code/erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
136,Data-quality,kernels,ishanvardhan/india-air-quality-data-cleaning-and-analysis,kaggle.com/code/ishanvardhan/india-air-quality-data-cleaning-and-analysis,India Air quality: Data cleaning and Analysis,Ishan Vardhan Mahajan,2018-10-02 07:05:02,20
137,Data-quality,kernels,dansbecker/handling-missing-values,kaggle.com/code/dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
138,Data-quality,kernels,mahnoorshahidshakir/data-quality-assessment-for-an-organization,kaggle.com/code/mahnoorshahidshakir/data-quality-assessment-for-an-organization,Data Quality Assessment for an Organization,Mahnoor Shahid,2020-08-30 11:59:59,21
139,Data-quality,kernels,inmine/novelai-with-webui-stable-diffusion-version,kaggle.com/code/inmine/novelai-with-webui-stable-diffusion-version,NovelAI with webUI(Stable Diffusion version),inmine,2022-12-22 12:49:36,1445
140,Data-quality,kernels,ashwathbalaji/data-cleaning-india-air-quality,kaggle.com/code/ashwathbalaji/data-cleaning-india-air-quality,Data Cleaning India Air Quality,Ashwath Balaji,2019-10-11 01:16:53,19
141,Data-quality,kernels,harshjain123/red-wine-quality-exploratory-data-analysis,kaggle.com/code/harshjain123/red-wine-quality-exploratory-data-analysis,Red Wine Quality - Exploratory Data Analysis,Harsh Jain,2021-05-06 12:52:53,41
142,Data-quality,kernels,dansbecker/your-first-machine-learning-model,kaggle.com/code/dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
143,Data-quality,kernels,georgyzubkov/water-quality-exploratory-data-analysis-ml-rf,kaggle.com/code/georgyzubkov/water-quality-exploratory-data-analysis-ml-rf,Water quality.Exploratory data analysis + ML(RF),Georgy Zubkov,2022-09-09 03:59:33,98
144,Data-quality,kernels,alexisbcook/cross-validation,kaggle.com/code/alexisbcook/cross-validation,Cross-Validation,Alexis Cook,2021-11-09 00:06:31,405
145,Data-management,kernels,jagangupta/time-series-basics-exploring-traditional-ts,kaggle.com/code/jagangupta/time-series-basics-exploring-traditional-ts,Time series Basics : Exploring traditional TS ,Jagan,2018-03-02 18:21:54,1776
146,Data-management,kernels,nirajvermafcb/principal-component-analysis-explained,kaggle.com/code/nirajvermafcb/principal-component-analysis-explained,Principal Component Analysis explained,Niraj Verma,2017-01-12 18:47:03,250
147,Data-management,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,kaggle.com/code/goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,602
148,Data-management,kernels,janiobachmann/bank-marketing-campaign-opening-a-term-deposit,kaggle.com/code/janiobachmann/bank-marketing-campaign-opening-a-term-deposit,Bank Marketing Campaign || Opening a Term Deposit,Janio Martinez Bachmann,2019-03-16 20:32:03,404
149,Data-management,kernels,ismailelbouknify/data-preparation-date-management,kaggle.com/code/ismailelbouknify/data-preparation-date-management,data preparation(Date management),Ismail ELBOUKNIFY,2022-07-05 23:16:04,15
150,Data-management,kernels,cdeotte/candidate-rerank-model-lb-0-575,kaggle.com/code/cdeotte/candidate-rerank-model-lb-0-575,Candidate ReRank Model - [LB 0.575],Chris Deotte,2022-11-16 20:11:27,365
151,Data-management,kernels,justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,kaggle.com/code/justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,Way to Google - Get a job in Goggle (Word Cloud),Wei Chun Chang,2020-09-03 05:42:51,186
152,Data-management,kernels,rohanrao/tutorial-on-reading-large-datasets,kaggle.com/code/rohanrao/tutorial-on-reading-large-datasets,Tutorial on reading large datasets,Vopani,2020-12-14 17:13:08,1371
153,Data-management,kernels,ultralytics/yolov5,kaggle.com/code/ultralytics/yolov5,YOLOv5,Glenn Jocher,2022-11-22 19:40:14,278
154,Csv-dataset,kernels,mirfanazam/large-dataset-csv-dask-parquet,kaggle.com/code/mirfanazam/large-dataset-csv-dask-parquet,Large Dataset - CSV - DASK - Parquet,Muhammad Irfan Azam,2022-07-06 16:36:40,45
155,Json-dataset,kernels,coldfir3/simple-yolox-dataset-generator-coco-json,kaggle.com/code/coldfir3/simple-yolox-dataset-generator-coco-json,Simple YoloX Dataset Generator (COCO-JSON),Adriano Passos,2021-12-11 16:01:11,45
156,Json-dataset,kernels,ll490187880/download-dataset-from-json-py3,kaggle.com/code/ll490187880/download-dataset-from-json-py3,Download dataset from json(py3),Lei,2019-04-02 07:34:15,11
157,Json-dataset,kernels,arunprathap/openvaccine-json-dataset-to-csv-dataset,kaggle.com/code/arunprathap/openvaccine-json-dataset-to-csv-dataset,OpenVaccine: JSON Dataset to CSV Dataset,Arun P R,2020-09-17 11:00:58,9
158,Json-dataset,kernels,jhoward/is-it-a-bird-creating-a-model-from-your-own-data,kaggle.com/code/jhoward/is-it-a-bird-creating-a-model-from-your-own-data,Is it a bird? Creating a model from your own data,Jeremy Howard,2022-08-15 20:20:12,1897
159,Json-dataset,kernels,sudalairajkumar/simple-exploration-baseline-ga-customer-revenue,kaggle.com/code/sudalairajkumar/simple-exploration-baseline-ga-customer-revenue,Simple Exploration+Baseline - GA Customer Revenue,SRK,2018-09-25 12:47:47,1046
160,Json-dataset,kernels,imdevskp/covid-19-analysis-visualization-comparisons,kaggle.com/code/imdevskp/covid-19-analysis-visualization-comparisons,"""COVID-19 - Analysis Visualization & Comparisons""",Devakumar K. P.,2020-06-19 15:51:01,1779
161,Json-dataset,kernels,dgunning/cord-research-engine-search-and-similarity,kaggle.com/code/dgunning/cord-research-engine-search-and-similarity,CORD Research Engine - Search and Similarity,DwightGunning,2020-05-15 23:57:50,475
162,Json-dataset,kernels,remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507,kaggle.com/code/remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507,YoloX training pipeline COTS dataset [LB 0.507] !!,Remek Kinas,2021-12-02 11:42:35,433
163,Txt-dataset,kernels,cdeotte/tensorflow-longformer-ner-cv-0-633,kaggle.com/code/cdeotte/tensorflow-longformer-ner-cv-0-633,TensorFlow - LongFormer - NER - [CV 0.633],Chris Deotte,2021-12-27 16:20:51,538
164,Txt-dataset,kernels,laowingkin/netflix-movie-recommendation,kaggle.com/code/laowingkin/netflix-movie-recommendation,Netflix - Movie recommendation,DLao,2020-09-03 14:22:01,523
165,Data-types,kernels,residentmario/data-types-and-missing-values,kaggle.com/code/residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
166,Data-types,kernels,residentmario/exercise-data-types-and-missing-values,kaggle.com/code/residentmario/exercise-data-types-and-missing-values,Exercise: Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:41:43,45
167,Data-types,kernels,raddar/amex-data-int-types-train,kaggle.com/code/raddar/amex-data-int-types-train,AMEX data int types - train,raddar,2022-06-03 10:34:45,148
168,Data-types,kernels,raddar/amex-data-int-types-test,kaggle.com/code/raddar/amex-data-int-types-test,AMEX data int types - test,raddar,2022-06-03 10:34:16,48
169,Data-types,kernels,dansbecker/data-types-and-missing-data-reference-daily,kaggle.com/code/dansbecker/data-types-and-missing-data-reference-daily,Data types and missing data reference Daily,DanB,2019-05-14 00:06:12,24
170,Data-types,kernels,alexisbcook/exercise-data-types,kaggle.com/code/alexisbcook/exercise-data-types,Exercise: Data Types,Alexis Cook,2022-06-06 19:02:24,1
171,Data-types,kernels,rtatman/getting-started-in-r-first-steps,kaggle.com/code/rtatman/getting-started-in-r-first-steps,Getting staRted in R: First Steps,Rachael Tatman,2017-12-01 21:49:24,2288
172,Data-types,kernels,zohrab/rus-python-part-1-data-types,kaggle.com/code/zohrab/rus-python-part-1-data-types,Rus Python. Part 1. Data types,Zöhrab Ahundov,2020-02-13 17:31:33,59
173,Data-types,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
174,Data-types,kernels,alexisbcook/data-types,kaggle.com/code/alexisbcook/data-types,Data Types,Alexis Cook,2022-06-06 19:02:15,6
175,Data-types,kernels,jessemostipak/dive-into-dplyr-tutorial-1,kaggle.com/code/jessemostipak/dive-into-dplyr-tutorial-1,Dive into dplyr (tutorial #1),Jesse Mostipak,2020-10-14 15:40:50,1915
176,Data-types,kernels,kanncaa1/seaborn-tutorial-for-beginners,kaggle.com/code/kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
177,Data-types,kernels,codename007/home-credit-complete-eda-feature-importance,kaggle.com/code/codename007/home-credit-complete-eda-feature-importance,Home Credit : Complete EDA + Feature Importance ??,Lathwal,2018-06-08 11:56:26,901
178,Data-types,kernels,colinmorris/working-with-external-libraries,kaggle.com/code/colinmorris/working-with-external-libraries,Working with External Libraries,ColinMorris,2021-11-11 14:28:12,1354
179,Data-types,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
180,Data-types,kernels,dansbecker/your-first-machine-learning-model,kaggle.com/code/dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
181,Data-types,kernels,colinmorris/hello-python,kaggle.com/code/colinmorris/hello-python,"""Hello Python""",ColinMorris,2022-06-09 20:56:48,5953
182,Data-types,kernels,dansbecker/model-validation,kaggle.com/code/dansbecker/model-validation,Model Validation,DanB,2021-11-09 00:00:51,2656
183,Data-types,kernels,residentmario/bivariate-plotting-with-pandas,kaggle.com/code/residentmario/bivariate-plotting-with-pandas,Bivariate plotting with pandas,Aleksey Bilogur,2018-09-19 21:04:48,326
184,Data-types,kernels,kashnitsky/topic-1-exploratory-data-analysis-with-pandas,kaggle.com/code/kashnitsky/topic-1-exploratory-data-analysis-with-pandas,Topic 1. Exploratory Data Analysis with Pandas,Yury Kashnitsky,2021-05-07 08:35:46,873
185,Numerical-data,kernels,aantonova/practical-eda-on-numerical-data,kaggle.com/code/aantonova/practical-eda-on-numerical-data,Practical EDA on numerical data,Ann Antonova,2018-08-30 12:31:32,72
186,Numerical-data,kernels,mahmudulhasanshauqi/numerical-data-analysis,kaggle.com/code/mahmudulhasanshauqi/numerical-data-analysis,Numerical Data Analysis,Shauqi,2019-02-25 05:42:25,3
187,Numerical-data,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
188,Categorical-variables,kernels,alexisbcook/categorical-variables,kaggle.com/code/alexisbcook/categorical-variables,Categorical Variables,Alexis Cook,2021-11-09 00:07:00,702
189,Categorical-variables,kernels,alexisbcook/exercise-categorical-variables,kaggle.com/code/alexisbcook/exercise-categorical-variables,Exercise: Categorical Variables,Alexis Cook,2021-11-09 00:06:35,15
190,Categorical-variables,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
191,Categorical-variables,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
192,Categorical-variables,kernels,willkoehrsen/start-here-a-gentle-introduction,kaggle.com/code/willkoehrsen/start-here-a-gentle-introduction,Start Here: A Gentle Introduction,Will Koehrsen,2018-08-25 02:00:07,3388
193,Categorical-variables,kernels,serigne/stacked-regressions-top-4-on-leaderboard,kaggle.com/code/serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6777
194,Categorical-variables,kernels,residentmario/univariate-plotting-with-pandas,kaggle.com/code/residentmario/univariate-plotting-with-pandas,Univariate plotting with pandas,Aleksey Bilogur,2018-09-19 21:30:13,624
195,Categorical-variables,kernels,helgejo/an-interactive-data-science-tutorial,kaggle.com/code/helgejo/an-interactive-data-science-tutorial,An Interactive Data Science Tutorial,Helge Bjorland,2017-01-28 19:54:58,853
196,Categorical-variables,kernels,nextbigwhat/eda-for-categorical-variables-a-beginner-s-way,kaggle.com/code/nextbigwhat/eda-for-categorical-variables-a-beginner-s-way,EDA for Categorical Variables - A Beginner's Way,Samarth Agrawal,2018-12-26 03:34:10,63
197,Categorical-variables,kernels,paulrohan2020/tutorial-encoding-categorical-variables,kaggle.com/code/paulrohan2020/tutorial-encoding-categorical-variables,Tutorial-Encoding-Categorical-Variables,Data Storm,2022-04-19 12:23:37,35
198,Categorical-variables,kernels,dansbecker/using-categorical-data-with-one-hot-encoding,kaggle.com/code/dansbecker/using-categorical-data-with-one-hot-encoding,Using Categorical Data with One Hot Encoding,DanB,2018-01-22 00:36:58,900
199,Categorical-variables,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
200,Categorical-variables,kernels,apapiu/regularized-linear-models,kaggle.com/code/apapiu/regularized-linear-models,Regularized Linear Models,Alexandru Papiu,2017-04-21 05:50:08,1726
201,Categorical-variables,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,kaggle.com/code/erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
202,Categorical-variables,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
203,Categorical-variables,kernels,willkoehrsen/introduction-to-manual-feature-engineering,kaggle.com/code/willkoehrsen/introduction-to-manual-feature-engineering,Introduction to Manual Feature Engineering,Will Koehrsen,2018-07-31 23:50:27,793
204,Categorical-variables,kernels,residentmario/bivariate-plotting-with-pandas,kaggle.com/code/residentmario/bivariate-plotting-with-pandas,Bivariate plotting with pandas,Aleksey Bilogur,2018-09-19 21:04:48,326
205,Categorical-variables,kernels,prashant111/naive-bayes-classifier-in-python,kaggle.com/code/prashant111/naive-bayes-classifier-in-python,Naive Bayes Classifier in Python,Prashant Banerjee,2020-08-28 01:52:00,379
206,Categorical-variables,kernels,dansbecker/handling-missing-values,kaggle.com/code/dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
207,Categorical-variables,kernels,arthurtok/introduction-to-ensembling-stacking-in-python,kaggle.com/code/arthurtok/introduction-to-ensembling-stacking-in-python,Introduction to Ensembling/Stacking in Python,Anisotropic,2018-06-16 14:41:15,5663
208,Missing-values,kernels,dansbecker/handling-missing-values,kaggle.com/code/dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
209,Missing-values,kernels,alexisbcook/missing-values,kaggle.com/code/alexisbcook/missing-values,Missing Values,Alexis Cook,2021-11-09 00:06:21,873
210,Missing-values,kernels,rtatman/data-cleaning-challenge-handling-missing-values,kaggle.com/code/rtatman/data-cleaning-challenge-handling-missing-values,Data Cleaning Challenge: Handling missing values,Rachael Tatman,2018-03-30 21:18:56,1273
211,Missing-values,kernels,residentmario/data-types-and-missing-values,kaggle.com/code/residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
212,Missing-values,kernels,alexisbcook/handling-missing-values,kaggle.com/code/alexisbcook/handling-missing-values,Handling Missing Values,Alexis Cook,2021-12-14 18:23:30,254
213,Missing-values,kernels,alexisbcook/exercise-missing-values,kaggle.com/code/alexisbcook/exercise-missing-values,Exercise: Missing Values,Alexis Cook,2021-11-09 00:06:37,16
214,Missing-values,kernels,residentmario/exercise-data-types-and-missing-values,kaggle.com/code/residentmario/exercise-data-types-and-missing-values,Exercise: Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:41:43,45
215,Missing-values,kernels,parulpandey/a-guide-to-handling-missing-values-in-python,kaggle.com/code/parulpandey/a-guide-to-handling-missing-values-in-python,A Guide to Handling Missing values in Python ,Parul Pandey,2020-07-11 10:41:36,614
216,Missing-values,kernels,rtatman/data-cleaning-challenge-imputing-missing-values,kaggle.com/code/rtatman/data-cleaning-challenge-imputing-missing-values,Data Cleaning Challenge: Imputing missing values,Rachael Tatman,2019-01-14 20:55:18,65
217,Missing-values,kernels,viveksrinivasan/zillow-eda-on-missing-values-multicollinearity,kaggle.com/code/viveksrinivasan/zillow-eda-on-missing-values-multicollinearity,Zillow EDA On Missing Values & Multicollinearity,Vivek Srinivasan,2017-06-19 12:02:42,150
218,Missing-values,kernels,pourchot/hunting-for-missing-values,kaggle.com/code/pourchot/hunting-for-missing-values,Hunting for missing values,Laurent Pourchot,2022-08-17 16:14:59,80
219,Missing-values,kernels,meikegw/filling-up-missing-values,kaggle.com/code/meikegw/filling-up-missing-values,Filling up missing values,meikegw,2017-01-19 19:58:32,70
220,Missing-values,kernels,cgump3rt/investigate-missing-values,kaggle.com/code/cgump3rt/investigate-missing-values,Investigate Missing Values,cgumpert,2017-01-10 22:33:01,54
221,Missing-values,kernels,juejuewang/handle-missing-values-in-time-series-for-beginners,kaggle.com/code/juejuewang/handle-missing-values-in-time-series-for-beginners,Handle Missing Values in Time Series For Beginners,jingjuewang,2017-12-11 23:49:00,124
222,Missing-values,kernels,debarshichanda/handling-missing-values,kaggle.com/code/debarshichanda/handling-missing-values,Handling Missing Values,Debarshi Chanda,2021-05-23 16:33:10,44
223,Missing-values,kernels,nikunjm88/carefully-dealing-with-missing-values,kaggle.com/code/nikunjm88/carefully-dealing-with-missing-values,Carefully dealing with missing values,Nikunj,2017-09-15 13:38:18,57
224,Missing-values,kernels,iamleonie/utility-function-and-patterns-in-missing-values,kaggle.com/code/iamleonie/utility-function-and-patterns-in-missing-values,Utility Function and Patterns in Missing Values,Leonie,2020-12-11 19:58:17,192
225,Missing-values,kernels,viveksrinivasan/eda-focus-on-missing-values-and-simple-xgb,kaggle.com/code/viveksrinivasan/eda-focus-on-missing-values-and-simple-xgb,EDA Focus On Missing Values And Simple XGB,Vivek Srinivasan,2017-10-03 18:00:47,90
226,Missing-values,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
227,Missing-values,kernels,serigne/stacked-regressions-top-4-on-leaderboard,kaggle.com/code/serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6777
228,Null-values,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
229,Null-values,kernels,hamdallak/dealing-with-null-values,kaggle.com/code/hamdallak/dealing-with-null-values,Dealing with Null Values ,Hamdalla  F. Kareem,2021-09-02 21:57:01,45
230,Null-values,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
231,Null-values,kernels,yassineghouzam/introduction-to-cnn-keras-0-997-top-6,kaggle.com/code/yassineghouzam/introduction-to-cnn-keras-0-997-top-6,Introduction to CNN Keras - 0.997 (top 6%),Yassine Ghouzam,2017-08-18 01:42:23,6458
232,Null-values,kernels,mrisdal/exploring-survival-on-the-titanic,kaggle.com/code/mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3744
233,Null-values,kernels,masumrumi/a-statistical-analysis-ml-workflow-of-titanic,kaggle.com/code/masumrumi/a-statistical-analysis-ml-workflow-of-titanic,A Statistical Analysis & ML workflow of Titanic,Masum Rumi,2022-04-21 19:25:23,1416
234,Null-values,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
235,Null-values,kernels,residentmario/data-types-and-missing-values,kaggle.com/code/residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
236,Null-values,kernels,kanncaa1/statistical-learning-tutorial-for-beginners,kaggle.com/code/kanncaa1/statistical-learning-tutorial-for-beginners,Statistical Learning Tutorial for Beginners,DATAI,2018-09-09 13:39:20,785
237,Null-values,kernels,dansbecker/getting-started-with-sql-and-bigquery,kaggle.com/code/dansbecker/getting-started-with-sql-and-bigquery,Getting Started With SQL and BigQuery,DanB,2021-11-09 00:04:04,888
238,Null-values,kernels,ogrellier/feature-selection-with-null-importances,kaggle.com/code/ogrellier/feature-selection-with-null-importances,Feature Selection with Null Importances,olivier,2018-06-14 06:44:06,754
239,Null-values,kernels,dheerajmukati/removing-null-values,kaggle.com/code/dheerajmukati/removing-null-values,Removing null values ,Dheeraj Mukati,2022-10-30 16:02:19,19
240,Null-values,kernels,yassineghouzam/titanic-top-4-with-ensemble-modeling,kaggle.com/code/yassineghouzam/titanic-top-4-with-ensemble-modeling,Titanic Top 4% with ensemble modeling,Yassine Ghouzam,2017-08-09 14:34:44,2735
241,Null-values,kernels,kenjee/titanic-project-example,kaggle.com/code/kenjee/titanic-project-example,Titanic Project Example,Ken Jee,2021-04-08 02:17:34,871
242,Null-values,kernels,omarelgabry/a-journey-through-titanic,kaggle.com/code/omarelgabry/a-journey-through-titanic,A Journey through Titanic,OMAR ELGABRY,2016-11-15 18:19:03,1399
243,Null-values,kernels,ash316/eda-to-prediction-dietanic,kaggle.com/code/ash316/eda-to-prediction-dietanic,EDA To Prediction(DieTanic),Ashwini Swain,2018-03-08 17:55:32,2555
244,Null-values,kernels,arthurtok/interactive-porto-insights-a-plot-ly-tutorial,kaggle.com/code/arthurtok/interactive-porto-insights-a-plot-ly-tutorial,Interactive Porto Insights - A Plot.ly Tutorial,Anisotropic,2017-12-13 17:01:57,518
245,Null-values,kernels,fabiendaniel/customer-segmentation,kaggle.com/code/fabiendaniel/customer-segmentation,Customer Segmentation,FabienDaniel,2019-03-21 14:19:41,987
246,Null-values,kernels,colinmorris/functions-and-getting-help,kaggle.com/code/colinmorris/functions-and-getting-help,Functions and Getting Help,ColinMorris,2021-11-11 14:28:17,2979
247,Null-values,kernels,freespirit08/time-series-for-beginners-with-arima,kaggle.com/code/freespirit08/time-series-for-beginners-with-arima,Time Series For beginners with ARIMA,Arindam Chatterjee,2018-08-24 16:53:34,397
248,Outliers,kernels,aharless/xgb-w-o-outliers-lgb-with-outliers-combined,kaggle.com/code/aharless/xgb-w-o-outliers-lgb-with-outliers-combined,XGB w/o outliers & LGB with outliers combined,Andy Harless,2017-07-18 02:21:21,96
249,Outliers,kernels,rtatman/data-cleaning-challenge-outliers,kaggle.com/code/rtatman/data-cleaning-challenge-outliers,Data Cleaning Challenge: Outliers,Rachael Tatman,2019-01-14 20:56:00,81
250,Outliers,kernels,mindcool/unrolling-of-helices-outliers-removal,kaggle.com/code/mindcool/unrolling-of-helices-outliers-removal,Unrolling of helices + outliers removal,Luis,2018-07-19 17:32:14,190
251,Outliers,kernels,junjitakeshima/ubiquant-simple-lgbm-removing-outliers-en-jp,kaggle.com/code/junjitakeshima/ubiquant-simple-lgbm-removing-outliers-en-jp,[Ubiquant] Simple LGBM removing Outliers (En/Jp),Junji Takeshima,2022-02-23 07:20:06,101
252,Outliers,kernels,sudalairajkumar/rainfall-test,kaggle.com/code/sudalairajkumar/rainfall-test,Beware of Outliers !!,SRK,2015-09-18 01:38:17,45
253,Outliers,kernels,miklgr500/ghost-drift-and-outliers,kaggle.com/code/miklgr500/ghost-drift-and-outliers,"""""""Ghost"""" drift and Outliers""",Welf Crozzo,2020-04-12 06:25:26,63
254,Outliers,kernels,ramjib/cassava-leaf-disease-eda-and-outliers,kaggle.com/code/ramjib/cassava-leaf-disease-eda-and-outliers,Cassava Leaf Disease: EDA and Outliers,Ram (ji),2021-10-13 05:57:32,67
255,Outliers,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
256,Outliers,kernels,serigne/stacked-regressions-top-4-on-leaderboard,kaggle.com/code/serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6777
257,Outliers,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
258,Outliers,kernels,tilii7/you-want-outliers-we-got-them-outliers,kaggle.com/code/tilii7/you-want-outliers-we-got-them-outliers,You want outliers? We got them outliers!,Tilii,2017-07-04 07:08:36,48
259,Outliers,kernels,javigallego/outliers-eda-clustering-tutorial,kaggle.com/code/javigallego/outliers-eda-clustering-tutorial,Outliers+EDA+Clustering Tutorial,Francisco Javier Gallego,2022-09-29 19:18:43,79
260,Outliers,kernels,kingychiu/home-credit-eda-distributions-and-outliers,kaggle.com/code/kingychiu/home-credit-eda-distributions-and-outliers,Home Credit EDA: Distributions and Outliers,nlgn,2018-05-24 18:04:15,55
